Symbol,Name,Country,Sector,Industry
PGC,Peapack-Gladstone Financial Corporation Common Stock,United States,Finance,Commercial Banks
PGEN,Precigen Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PGNY,Progyny Inc. Common Stock,United States,Health Care,Misc Health and Biotechnology Services
PGY,Pagaya Technologies Ltd. Class A Ordinary Shares,United States,Finance,Finance: Consumer Services
PHAR,Pharming Group N.V. ADS each representing 10 ordinary shares,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations
PHAT,Phathom Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PHLT,Performant Healthcare Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
PHVS,Pharvaris N.V. Ordinary Shares,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations
PI,Impinj Inc. Common Stock,United States,Technology,Industrial Machinery/Components
PINC,Premier Inc. Class A Common Stock,United States,Consumer Discretionary,Other Consumer Services
PKOH,Park-Ohio Holdings Corp. Common Stock,United States,Industrials,Industrial Specialties
PLAB,Photronics Inc. Common Stock,United States,Technology,Semiconductors
PLAY,Dave & Buster's Entertainment Inc. Common Stock,United States,Consumer Discretionary,Restaurants
PLBC,Plumas Bancorp,United States,Finance,Finance Companies
PLBL,Polibeli Group Ltd Class A Ordinary Shares,Indonesia,Consumer Discretionary,Consumer Electronics/Appliances
PLMR,Palomar Holdings Inc. Common stock,United States,Finance,Property-Casualty Insurers
PLPC,Preformed Line Products Company Common Stock,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction
PLSE,Pulse Biosciences Inc Common Stock (DE),United States,Health Care,Medical/Dental Instruments
PLTK,Playtika Holding Corp. Common Stock,Israel,Technology,EDP Services
PLTR,Palantir Technologies Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
PLUG,Plug Power Inc. Common Stock,United States,Energy,Industrial Machinery/Components
PLUS,ePlus inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
PLXS,Plexus Corp. Common Stock,United States,Technology,Electrical Products
PNFP,Pinnacle Financial Partners Inc. Common Stock,United States,Finance,Major Banks
PNFPP,Pinnacle Financial Partners Inc. Depositary shares of Pinnacle Financial Partners Inc. each representing a 1/40th Interest in a share of its 6.75% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series B,United States,Finance,Major Banks
PNTG,The Pennant Group Inc. Common Stock ,United States,Health Care,Medical/Nursing Services
PODD,Insulet Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
POET,POET Technologies Inc. Common Shares,Canada,Technology,Semiconductors
PONY,Pony AI Inc. American Depositary Shares ,China,Technology,EDP Services
POOL,Pool Corporation Common Stock,United States,Consumer Discretionary,Industrial Specialties
POWI,Power Integrations Inc. Common Stock,United States,Technology,Semiconductors
POWL,Powell Industries Inc. Common Stock,United States,Energy,Electrical Products
POWWP,Outdoor Holding Company 8.75% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,Industrials,Ordnance And Accessories
PPC,Pilgrim's Pride Corporation Common Stock,United States,Consumer Staples,Meat/Poultry/Fish
PPTA,Perpetua Resources Corp. Common Shares,Canada,Basic Materials,Precious Metals
PRAA,PRA Group Inc. Common Stock,United States,Finance,Finance: Consumer Services
PRAX,Praxis Precision Medicines Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PRCH,Porch Group Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
PRCT,PROCEPT BioRobotics Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
PRDO,Perdoceo Education Corporation Common Stock,United States,Real Estate,Other Consumer Services
PRGS,Progress Software Corporation Common Stock (DE),United States,Technology,Computer Software: Prepackaged Software
PRME,Prime Medicine Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PROK,ProKidney Corp. Class A Ordinary Shares,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PRTA,Prothena Corporation plc Ordinary Shares,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PRTC,PureTech Health plc American Depositary Shares,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PRTH,Priority Technology Holdings Inc. Common Stock,United States,Real Estate,Real Estate
PRVA,Privia Health Group Inc. Common Stock,United States,Health Care,Medical/Nursing Services
PSEC,Prospect Capital Corporation Common Stock,United States,Finance,Finance: Consumer Services
PSIX,Power Solutions International Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
PSKY,Paramount Skydance Corporation Class B Common Stock,United States,Industrials,Broadcasting
PSMT,PriceSmart Inc. Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
PSNL,Personalis Inc. Common Stock,United States,Health Care,Medical Specialities
PSNY,Polestar Automotive Holding UK PLC Class A ADS,Sweden,Industrials,Auto Manufacturing
PSNYW,Polestar Automotive Holding UK PLC Class C-1 ADS (ADW),Sweden,Industrials,Auto Manufacturing
PTC,PTC Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
PTCT,PTC Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PTEN,Patterson-UTI Energy Inc. Common Stock,United States,Energy,Oil & Gas Production
PTGX,Protagonist Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PTLO,Portillo's Inc. Class A Common Stock,United States,Consumer Discretionary,Restaurants
PTON,Peloton Interactive Inc. Class A Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
PUBM,PubMatic Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
PVLA,Palvella Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PWP,Perella Weinberg Partners Class A Common Stock,United States,Finance,Finance: Consumer Services
PYPL,PayPal Holdings Inc. Common Stock,United States,Industrials,Diversified Commercial Services
PZZA,Papa John's International Inc. Common Stock,United States,Consumer Discretionary,Restaurants
QCOM,QUALCOMM Incorporated Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
QCRH,QCR Holdings Inc. Common Stock,United States,Finance,Major Banks
QDEL,QuidelOrtho Corporation Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QFIN,Qfin Holdings Inc. American Depositary Shares,China,Finance,Finance: Consumer Services
QLYS,Qualys Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
QMMM,QMMM Holdings Limited Class A Ordinary Shares,Hong Kong,Consumer Discretionary,Advertising
QNST,QuinStreet Inc. Common Stock,United States,Real Estate,Real Estate
QRVO,Qorvo Inc. Common Stock,United States,Technology,Semiconductors
QSG,QuantaSing Group Limited American Depositary Shares,China,Real Estate,Other Consumer Services
QUBT,Quantum Computing Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
QURE,uniQure N.V. Ordinary Shares,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations
RADX,Radiopharm Theranostics Limited American Depositary Shares,Australia,,
RAPP,Rapport Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RARE,Ultragenyx Pharmaceutical Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RBB,RBB Bancorp Common Stock,United States,Finance,Major Banks
RBBN,Ribbon Communications Inc. Common Stock,United States,Technology,EDP Services
RBCAA,Republic Bancorp Inc. Class A Common Stock,United States,Finance,Major Banks
RCAT,Red Cat Holdings Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
RCKT,Rocket Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RDNT,RadNet Inc. Common Stock,United States,Health Care,Medical Specialities
RDVT,Red Violet Inc. Common Stock ,United States,Technology,Computer Software: Prepackaged Software
RDWR,Radware Ltd. Ordinary Shares,Israel,Real Estate,Real Estate
REAL,The RealReal Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
REAX,The Real Brokerage Inc. Common Shares,Canada,Finance,Real Estate
REG,Regency Centers Corporation Common Stock,United States,Real Estate,Real Estate Investment Trusts
REGCO,Regency Centers Corporation 5.875% Series B Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
REGCP,Regency Centers Corporation 6.25% Series A Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
REGN,Regeneron Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RELY,Remitly Global Inc. Common Stock,United States,Real Estate,Real Estate
REPL,Replimune Group Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
REYN,Reynolds Consumer Products Inc. Common Stock,United States,Consumer Discretionary,Containers/Packaging
RGC,Regencell Bioscience Holdings Limited Ordinary Shares,Hong Kong,Health Care, Medicinal Chemicals and Botanical Products 
RGEN,Repligen Corporation Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGLD,Royal Gold Inc. Common Stock,United States,Industrials,Precious Metals
RGNX,REGENXBIO Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGTI,Rigetti Computing Inc. Common Stock,United States,Technology,EDP Services
RGTIW,Rigetti Computing Inc. Warrants,United States,Technology,EDP Services
RHLD,Resolute Holdings Management Common Stock ,United States,Finance,Finance: Consumer Services
RIGL,Rigel Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RILYG,B. Riley Financial Inc. 5.00% Senior Notes due 2026,United States,Finance,Investment Managers
RILYK,B. Riley Financial Inc. 5.50% Senior Notes Due 2026,United States,Finance,Investment Managers
RILYN,B. Riley Financial Inc. 6.50% Senior Notes Due 2026,United States,Finance,Investment Managers
RILYT,B. Riley Financial Inc. 6.00% Senior Notes Due 2028,United States,Finance,Investment Managers
RILYZ,B. Riley Financial Inc. 5.25% Senior Notes due 2028,United States,Finance,Investment Managers
RIOT,Riot Platforms Inc. Common Stock ,United States,Finance,Finance: Consumer Services
RITR,Reitar Logtech Holdings Limited Ordinary shares,Hong Kong,Finance,Real Estate
RIVN,Rivian Automotive Inc. Class A Common Stock,United States,Industrials,Auto Manufacturing
RKLB,Rocket Lab Corporation Common Stock,United States,Industrials,Military/Government/Technical
RLAY,Relay Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RMBS,Rambus Inc. Common Stock,United States,Technology,Semiconductors
RMNI,Rimini Street Inc. (DE) Common Stock,United States,Real Estate,Real Estate
RMR,The RMR Group Inc. Class A Common Stock,United States,Consumer Discretionary,Professional Services
RNA,Avidity Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RNW,ReNew Energy Global plc Class A Ordinary Shares,United Kingdom,Utilities,Electric Utilities: Central
ROAD,Construction Partners Inc. Class A Common Stock,United States,Industrials,Military/Government/Technical
ROCK,Gibraltar Industries Inc. Common Stock,United States,Industrials,Steel/Iron Ore
ROIV,Roivant Sciences Ltd. Common Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
ROKU,Roku Inc. Class A Common Stock,United States,Telecommunications,Cable & Other Pay Television Services
ROOT,Root Inc. Class A Common Stock,United States,Finance,Property-Casualty Insurers
ROP,Roper Technologies Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
ROST,Ross Stores Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
RPAY,Repay Holdings Corporation Class A Common Stock,United States,Real Estate,Real Estate
RPD,Rapid7 Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
RPRX,Royalty Pharma plc Class A Ordinary Shares ,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RR,Richtech Robotics Inc. Class B Common Stock,United States,Industrials,Industrial Machinery/Components
RRBI,Red River Bancshares Inc. Common Stock,United States,Consumer Discretionary,Hotels/Resorts
RRR,Red Rock Resorts Inc. Class A Common Stock,United States,Consumer Discretionary,Hotels/Resorts
RSVR,Reservoir Media Inc. Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
RUM,Rumble Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
RUMBW,Rumble Inc. Warrant,United States,Technology,Computer Software: Programming Data Processing
RUN,Sunrun Inc. Common Stock,United States,Miscellaneous,Industrial Machinery/Components
RUSHA,Rush Enterprises Inc. Common Stock Cl A,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
RUSHB,Rush Enterprises Inc. Class B,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
RVMD,Revolution Medicines Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RWAY,Runway Growth Finance Corp. Common Stock,United States,Finance,Finance: Consumer Services
RWAYL,Runway Growth Finance Corp. 7.50% Notes due 2027,United States,Finance,Finance: Consumer Services
RWAYZ,Runway Growth Finance Corp. 8.00% Notes due 2027,United States,Finance,Finance: Consumer Services
RXRX,Recursion Pharmaceuticals Inc. Class A Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RXST,RxSight Inc. Common Stock,United States,Health Care,Ophthalmic Goods
RXT,Rackspace Technology Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
RYAAY,Ryanair Holdings plc American Depositary Shares,Ireland,Consumer Discretionary,Air Freight/Delivery Services
RYTM,Rhythm Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RZLT,Rezolute Inc. Common Stock (NV),United States,Health Care,Biotechnology: Pharmaceutical Preparations
RZLV,Rezolve AI PLC Ordinary Shares,United Kingdom,Technology,Computer Software: Programming Data Processing
RZLVW,Rezolve AI PLC Warrants,United Kingdom,Technology,Computer Software: Programming Data Processing
SABR,Sabre Corporation Common Stock,United States,Technology,Computer Software: Programming Data Processing
SAFT,Safety Insurance Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
SAIA,Saia Inc. Common Stock,United States,Industrials,Trucking Freight/Courier Services
SAIC,Science Applications International Corporation Common Stock,United States,Technology,EDP Services
SAIL,SailPoint Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
SANA,Sana Biotechnology Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SANM,Sanmina Corporation Common Stock,United States,Technology,Electrical Products
SATL,Satellogic Inc. Class A Common Stock,Uruguay,Technology,Radio And Television Broadcasting And Communications Equipment
SATS,EchoStar  Corporation Common Stock,United States,Consumer Discretionary,Telecommunications Equipment
SBAC,SBA Communications Corporation Class A Common Stock,United States,Real Estate,Real Estate Investment Trusts
SBC,SBC Medical Group Holdings Incorporated Common Stock,United States,Health Care,Medical/Nursing Services
SBCF,Seacoast Banking Corporation of Florida Common Stock,United States,Finance,Major Banks
SBET,SharpLink Gaming Inc. Common Stock,Israel,Technology,Computer Software: Prepackaged Software
SBGI,Sinclair Inc. Class A Common Stock,United States,Industrials,Broadcasting
SBLK,Star Bulk Carriers Corp. Common Shares,Greece,Consumer Discretionary,Marine Transportation
SBRA,Sabra Health Care REIT Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
SBUX,Starbucks Corporation Common Stock,United States,Consumer Discretionary,Restaurants
SCHL,Scholastic Corporation Common Stock,United States,Consumer Discretionary,Books
SCPH,scPharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SCSC,ScanSource Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
SCVL,Shoe Carnival Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
SDGR,Schrodinger Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SDM,Smart Digital Group Limited Ordinary Shares,Singapore,Consumer Discretionary,Other Consumer Services
SEDG,SolarEdge Technologies Inc. Common Stock,Israel,Technology,Semiconductors
SEIC,SEI Investments Company Common Stock,United States,Finance,Investment Bankers/Brokers/Service
SENEA,Seneca Foods Corp. Class A Common Stock,United States,Consumer Staples,Packaged Foods
SENEB,Seneca Foods Corp. Class B Common Stock,United States,Consumer Staples,Packaged Foods
SEPN,Septerna Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SERV,Serve Robotics Inc. Common Stock,United States,Consumer Discretionary,Industrial Specialties
SEZL,Sezzle Inc. Common Stock,United States,Real Estate,Real Estate
SFD,Smithfield Foods Inc. Common Stock,United States,Consumer Staples,Meat/Poultry/Fish
SFIX,Stitch Fix Inc. Class A Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
SFM,Sprouts Farmers Market Inc. Common Stock,United States,Consumer Staples,Food Chains
SFNC,Simmons First National Corporation Class A Common Stock,United States,Finance,Major Banks
SFST,Southern First Bancshares Inc. Common Stock,United States,Finance,Major Banks
SGML,Sigma Lithium Corporation Common Shares,Canada,Basic Materials,Metal Mining
SGRY,Surgery Partners Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
SHBI,Shore Bancshares Inc Common Stock,United States,Finance,Major Banks
SHC,Sotera Health Company Common Stock,United States,Health Care,Misc Health and Biotechnology Services
SHEN,Shenandoah Telecommunications Co Common Stock,United States,Telecommunications,Telecommunications Equipment
SHLS,Shoals Technologies Group Inc. Class A Common Stock,United States,Technology,Semiconductors
SHOO,Steven Madden Ltd. Common Stock,United States,Consumer Discretionary,Shoe Manufacturing
SHOP,Shopify Inc. Class A Subordinate Voting Shares,Canada,Technology,Computer Software: Prepackaged Software
SIBN,SI-BONE Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
SIFY,Sify Technologies Limited American Depositary Shares,India,Technology,Computer Software: Programming Data Processing
SIGA,SIGA Technologies Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SIGI,Selective Insurance Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
SIGIP,Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,United States,Finance,Property-Casualty Insurers
SIMO,Silicon Motion Technology Corporation American Depositary Shares,Taiwan,Technology,Semiconductors
SION,Sionna Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SIRI,SiriusXM Holdings Inc. Common Stock,United States,Consumer Discretionary,Broadcasting
SITM,SiTime Corporation Common Stock,United States,Technology,Semiconductors
SKIN,The Beauty Health Company Class A Common Stock,United States,Health Care,Medical/Dental Instruments
SKWD,Skyward Specialty Insurance Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
SKYT,SkyWater Technology Inc. Common Stock,United States,Technology,Semiconductors
SKYW,SkyWest Inc. Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
SLAB,Silicon Laboratories Inc. Common Stock,United States,Technology,Semiconductors
SLDB,Solid Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SLDE,Slide Insurance Holdings Inc. Common Stock,United States,Finance,Property-Casualty Insurers
SLDP,Solid Power Inc. Class A Common Stock,United States,Miscellaneous,Industrial Machinery/Components
SLM,SLM Corporation Common Stock,United States,Finance,Finance: Consumer Services
SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,United States,Finance,Finance: Consumer Services
SLNO,Soleno Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLP,Simulations Plus Inc. Common Stock,United States,Technology,EDP Services
SLRC,SLR Investment Corp. Common Stock,United States,Finance,Finance/Investors Services
SMBC,Southern Missouri Bancorp Inc. Common Stock,United States,Finance,Banks
SMCI,Super Micro Computer Inc. Common Stock,United States,Technology,Computer Manufacturing
SMLR,Semler Scientific Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SMMT,Summit Therapeutics Inc. Common Stock ,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SMTC,Semtech Corporation Common Stock,United States,Technology,Semiconductors
SMTI,Sanara MedTech Inc. Common Stock,United States,Health Care,Industrial Specialties
SNCY,Sun Country Airlines Holdings Inc. Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
SNDK,Sandisk Corporation Common Stock,United States,Technology,Electronic Components
SNDL,SNDL Inc. Common Shares,Canada,Health Care, Medicinal Chemicals and Botanical Products 
SNDX,Syndax Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SNEX,StoneX Group Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
SNPS,Synopsys Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
SNWV,SANUWAVE Health Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
SNY,Sanofi ADS,France,Health Care,Biotechnology: Pharmaceutical Preparations
SOFI,SoFi Technologies Inc. Common Stock  ,United States,Finance,Finance: Consumer Services
SOHU,Sohu.com Limited American Depositary Shares,China,Technology,EDP Services
SONO,Sonos Inc. Common Stock,United States,Consumer Staples,Consumer Electronics/Appliances
SOUN,SoundHound AI Inc Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
SOUNW,SoundHound AI Inc. Warrant,United States,Technology,Computer Software: Prepackaged Software
SPFI,South Plains Financial Inc. Common Stock,United States,Finance,Major Banks
SPNS,Sapiens International Corporation N.V. Common Shares (Cayman Islands),Curacao,Technology,Computer Software: Prepackaged Software
SPOK,Spok Holdings Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
SPRY,ARS Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SPSC,SPS Commerce Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
SPT,Sprout Social Inc Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
SPTN,SpartanNash Company Common Stock,United States,Consumer Discretionary,Food Distributors
SRAD,Sportradar Group AG Class A Ordinary Shares,Switzerland,Technology,Computer Software: Programming Data Processing
SRCE,1st Source Corporation Common Stock,United States,Finance,Major Banks
SRDX,Surmodics Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),United States,Health Care,Biotechnology: Pharmaceutical Preparations
SRRK,Scholar Rock Holding Corporation Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SRTA,Strata Critical Medical Inc. Class A Common Stock,United States,Consumer Discretionary,Transportation Services
SSII,SS Innovations International Inc. Common Stock,India,Health Care,Medical/Dental Instruments
SSNC,SS&C Technologies Holdings Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
SSRM,SSR Mining Inc. Common Stock,Canada,Industrials,Precious Metals
SSSSL,SuRo Capital Corp. 6.00% Notes due 2026,United States,Finance,Finance: Consumer Services
SSYS,Stratasys Ltd. Ordinary Shares (Israel),United States,Technology,Computer peripheral equipment
STAA,STAAR Surgical Company Common Stock,United States,Health Care,Ophthalmic Goods
STBA,S&T Bancorp Inc. Common Stock,United States,Finance,Major Banks
STEP,StepStone Group Inc. Class A Common Stock,United States,Finance,Investment Managers
STGW,Stagwell Inc. Class A Common Stock,Canada,Consumer Discretionary,Advertising
STKL,SunOpta Inc. Common Stock,Canada,Industrials,Farming/Seeds/Milling
STLD,Steel Dynamics Inc.,United States,Industrials,Steel/Iron Ore
STNE,StoneCo Ltd. Class A Common Shares,Brazil,Technology,EDP Services
STOK,Stoke Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
STRA,Strategic Education Inc. Common Stock,United States,Real Estate,Other Consumer Services
STRC,Strategy Inc Variable Rate Series A Perpetual Stretch Preferred Stock,United States,Technology,Computer Software: Prepackaged Software
STRD,Strategy Inc 10.00% Series A Perpetual Stride Preferred Stock,United States,Technology,Computer Software: Prepackaged Software
STRF,Strategy Inc 10.00% Series A Perpetual Strife Preferred Stock,United States,Technology,Computer Software: Prepackaged Software
STRK,Strategy Inc 8.00% Series A Perpetual Strike Preferred Stock,United States,Technology,Computer Software: Prepackaged Software
STRL,Sterling Infrastructure Inc. Common Stock,United States,Industrials,Military/Government/Technical
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),Ireland,Technology,Electronic Components
SUIG,Sui Group Holdings Limited Common Stock,United States,Finance,Finance Companies
SUPN,Supernus Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SUPX,Super X AI Technology Limited Ordinary Shares,Hong Kong,,
SVC,Service Properties Trust Common Stock,United States,Real Estate,Real Estate Investment Trusts
SVRA,Savara Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SWBI,Smith & Wesson Brands Inc. Common Stock,United States,Industrials,Ordnance And Accessories
SWIM,Latham Group Inc. Common Stock,United States,Industrials,Plastic Products
SWKHL,SWK Holdings Corporation 9.00% Senior Notes due 2027,United States,,
SWKS,Skyworks Solutions Inc. Common Stock,United States,Technology,Semiconductors
SY,So-Young International Inc. American Depository Shares,China,Technology,EDP Services
SYBT,Stock Yards Bancorp Inc. Common Stock,United States,Finance,Major Banks
SYM,Symbotic Inc. Class A Common Stock,United States,Industrials,Industrial Machinery/Components
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,United States,Technology,Semiconductors
SYRE,Spyre Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TACO,Berto Acquisition Corp. Ordinary Shares,United States,Finance,Blank Checks
TALK,Talkspace Inc. Common Stock,United States,Health Care,Medical/Nursing Services
TARS,Tarsus Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TASK,TaskUs Inc. Class A Common Stock,United States,Technology,EDP Services
TATT,TAT Technologies Ltd. Ordinary Shares,Israel,Industrials,Aerospace
TBBK,The Bancorp Inc Common Stock,United States,Finance,Major Banks
TBLA,Taboola.com Ltd. Ordinary Shares,Israel,Technology,Computer Software: Programming Data Processing
TBLD,Thornburg Income Builder Opportunities Trust Common Stock,United States,Finance,Investment Managers
TBPH,Theravance Biopharma Inc. Ordinary Shares,Cayman Islands,Health Care,Biotechnology: Pharmaceutical Preparations
TBRG,TruBridge Inc. Common Stock,United States,Technology,EDP Services
TCBI,Texas Capital Bancshares Inc. Common Stock,United States,Finance,Major Banks
TCBIO,Texas Capital Bancshares Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B,United States,Finance,Major Banks
TCBK,TriCo Bancshares Common Stock,United States,Finance,Major Banks
TCBX,Third Coast Bancshares Inc. Common Stock,United States,Finance,Banks
TCMD,Tactile Systems Technology Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
TCOM,Trip.com Group Limited American Depositary Shares,China,Real Estate,Real Estate
TCPC,BlackRock TCP Capital Corp. Common Stock,United States,Finance,Finance/Investors Services
TDUP,ThredUp Inc. Class A Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
TEAM,Atlassian Corporation Class A Common Stock,Australia,Technology,Computer Software: Prepackaged Software
TECH,Bio-Techne Corp Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TEM,Tempus AI Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
TENB,Tenable Holdings Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
TER,Teradyne Inc. Common Stock,United States,Industrials,Electrical Products
TERN,Terns Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TFSL,TFS Financial Corporation Common Stock,United States,Finance,Savings Institutions
TGTX,TG Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TH,Target Hospitality Corp. Common Stock,United States,Consumer Discretionary,Hotels/Resorts
THFF,First Financial Corporation Common Stock,United States,Finance,Major Banks
THH,TryHard Holdings Limited Ordinary Shares,Japan,Consumer Discretionary,Services-Misc. Amusement & Recreation
